account_name,category,fb_en,tw_en,ig_en,yt_en,fb_fan,tw_fan,ig_fan,yt_fan,fb_count,tw_count,ig_count,yt_count,tot_en,tot_fan,tot_count,tier
Salisa,Influencer,0,0,26608,0,0.0,0.0,13185.0,0.0,0,0,66,0,26608,13185.0,66,Micro
พลอย CocoPsyche,Influencer,0,10,1987,16,0.0,93.0,9427.0,53800.0,0,12,34,1,2013,63320.0,47,Micro
Bew Varaporn,Influencer,75183,0,1667629,138433,37445.0,0.0,349150.0,478000.0,485,0,179,47,1881245,864595.0,711,Macro
นักรีวิวสมัครเล่น,Influencer,432203,414328,21741,0,267053.0,71851.0,5769.0,0.0,651,320,78,0,868272,344673.0,1049,Macro
Ninew Yopang,Influencer,0,0,6501,24,0.0,0.0,15720.0,1300.0,0,0,24,9,6525,17020.0,33,Micro
lumai (@looookmai),Influencer,0,0,2726,0,0.0,0.0,890.0,0.0,0,0,23,0,2726,890.0,23,End-user
minireview_by_mint,Influencer,0,0,1113,0,0.0,0.0,1426.0,0.0,0,0,14,0,1113,1426.0,14,Nano
nanapat,Influencer,0,0,36830,0,0.0,0.0,30017.0,0.0,0,0,50,0,36830,30017.0,50,Micro
Pureswan,Influencer,0,0,13940,40702,0.0,0.0,7433.0,69700.0,0,0,28,18,54642,77133.0,46,Micro
jimmakeup,Influencer,0,0,31781,0,0.0,0.0,81108.0,0.0,0,0,101,0,31781,81108.0,101,Micro
ppraewq,Influencer,0,0,0,303,0.0,0.0,0.0,34500.0,0,0,0,1,303,34500.0,1,Micro
jejee__s,Influencer,0,0,48802,0,0.0,0.0,43284.0,0.0,0,0,64,0,48802,43284.0,64,Micro
น้องนอนในห้องลองเสื้อ,Influencer,27074,0,13372,0,18011.0,0.0,3430.0,0.0,818,0,83,0,40446,21441.0,901,Micro
belltatcha,Influencer,0,0,164894,0,0.0,0.0,136892.0,0.0,0,0,62,0,164894,136892.0,62,Macro
iceamore,Influencer,0,0,13086,0,0.0,0.0,13617.0,0.0,0,0,75,0,13086,13617.0,75,Micro
Cute Anongnart,Influencer,0,0,586024,0,0.0,0.0,145379.0,0.0,0,0,47,0,586024,145379.0,47,Macro
Jayzpanda,Influencer,1348,0,1744,0,3016.0,0.0,7272.0,0.0,222,0,122,0,3092,10288.0,344,Micro
ของขวัญ วศินี สิทธิวรพงศ์,Influencer,0,414835,135567,13339,0.0,181779.0,81824.0,121000.0,0,331,104,32,563741,384603.0,467,Macro
tommy_hairstylist,Influencer,0,0,497,0,0.0,0.0,5986.0,0.0,0,0,34,0,497,5986.0,34,Nano
Netty Vichyanond,Influencer,0,0,51876,0,0.0,0.0,29310.0,0.0,0,0,101,0,51876,29310.0,101,Micro
Arifah KH,Influencer,24364,0,116950,53894,91498.0,0.0,110071.0,375000.0,117,0,71,17,195208,576569.0,205,Macro
Richynichakan,Influencer,0,0,14950,0,0.0,0.0,35730.0,0.0,0,0,72,0,14950,35730.0,72,Micro
นีน่า แพรวเพชร กาญจน์เกียรติกุล,Influencer,0,0,66134,4677,0.0,0.0,115356.0,193000.0,0,0,50,12,70811,308356.0,62,Macro
รีวิวเบๆบ้านๆ,Influencer,0,0,132,0,0.0,0.0,782.0,0.0,0,0,3,0,132,782.0,3,Nano
Amy Kitiya,Influencer,3719926,0,503195,297840,746285.0,0.0,337335.0,1190000.0,515,0,66,53,4520961,2273620.0,634,Mega
MadamPam,Influencer,0,0,3994,132299,0.0,0.0,7305.0,885000.0,0,0,10,81,136293,892305.0,91,Macro
โมเม นภัสสร บูรณศิริ,Influencer,0,2344,277125,62055,0.0,266560.0,779728.0,195000.0,0,18,62,17,341524,1241288.0,97,Mega
LEEAH,Influencer,0,0,235754,95410,0.0,0.0,319528.0,668000.0,0,0,54,15,331164,987528.0,69,Mega
เอิ๊ก พีรญา ป้อมอาษา,Influencer,0,11913,31842,7804,0.0,23007.0,82825.0,123000.0,0,198,94,748,51559,228832.0,1040,Macro
ก็ฝ้ายจะรีวิว,Influencer,0,0,7163,9136,0.0,0.0,1754.0,13500.0,0,0,46,13,16299,15254.0,59,Micro
mm.sharing,Influencer,0,0,2229,0,0.0,0.0,3207.0,0.0,0,0,16,0,2229,3207.0,16,Nano
The Equinox Fashion,Influencer,0,0,4144,0,12548.0,0.0,16682.0,0.0,8,0,30,0,4144,29230.0,38,Micro
hackmakeup,Influencer,0,0,25978,0,0.0,0.0,47484.0,0.0,0,0,103,0,25978,47484.0,103,Macro
ก๊อบแก๊บรีวิว,Influencer,224629,187343,0,0,362568.0,109669.0,0.0,0.0,274,129,0,0,411972,472237.0,403,Macro
teethory,Influencer,0,0,9786,0,0.0,0.0,44182.0,0.0,0,0,53,0,9786,44182.0,53,Micro
pearlinstyle,Influencer,0,0,6037,0,0.0,0.0,49044.0,0.0,0,0,36,0,6037,49044.0,36,Micro
ออนนีเยปอ,Influencer,5410,122004,9095,2088,23961.0,36807.0,5983.0,21300.0,157,211,66,4,138597,88051.0,438,Macro
จูน June Jellyjune,Influencer,0,0,75654,6501,0.0,0.0,44977.0,82100.0,0,0,116,16,82155,127077.0,132,Macro
รีวิวมนุษย์ผิวแห้ง,Influencer,230650,0,0,0,170052.0,0.0,0.0,0.0,598,0,0,0,230650,170052.0,598,Macro
มด ดวงกมล ถิระวัฒน์,Influencer,0,0,194017,44,0.0,0.0,131838.0,75300.0,0,0,486,3,194061,207138.0,489,Macro
Tewfortew,Influencer,0,0,0,5342,0.0,0.0,0.0,40900.0,0,0,0,9,5342,40900.0,9,Micro
tonnkhaw,Influencer,0,0,279404,0,0.0,0.0,63470.0,0.0,0,0,81,0,279404,63470.0,81,Micro
Znysomm,Influencer,0,0,13554,0,0.0,0.0,14085.0,0.0,0,0,33,0,13554,14085.0,33,Micro
ทราย นันทวรรณ พรชัยจันทร์เพ็ญ,Influencer,0,157499,133079,3658,0.0,27817.0,162681.0,126000.0,0,300,180,9,294236,316498.0,489,Macro
SistaCafe,Influencer,678917,121242,339416,3715,1308700.0,213496.0,307689.0,48600.0,1562,1511,151,25,1143290,1878485.0,3249,Mega
jomjamspch,Influencer,0,0,421918,6612,0.0,0.0,199371.0,46300.0,0,0,66,4,428530,245671.0,70,Macro
พรีม with.peachy,Influencer,0,0,8207,0,0.0,0.0,7647.0,0.0,0,0,51,0,8207,7647.0,51,Micro
Lee Gade,Influencer,0,0,1985083,0,0.0,0.0,469659.0,0.0,0,0,88,0,1985083,469659.0,88,Macro
atilalnan_,Influencer,0,0,301564,0,0.0,0.0,177457.0,0.0,0,0,95,0,301564,177457.0,95,Macro
BEHIND the BEAUTY,Influencer,21,0,0,0,99551.0,0.0,0.0,0.0,1,0,0,0,21,99551.0,1,Micro
Wongnai Beauty,Influencer,1879614,87044,63457,0,1662267.0,37021.0,153037.0,0.0,2613,222,186,0,2030115,1852325.0,3021,Mega
sunnyseason,Influencer,0,46,4249,0,0.0,1470.0,4330.0,0.0,0,90,90,0,4295,5800.0,180,Nano
kapookphat,Influencer,0,0,757266,0,0.0,0.0,254161.0,0.0,0,0,83,0,757266,254161.0,83,Macro
Brinkkty,Influencer,191401,0,2055277,89440,76394.0,0.0,360480.0,348000.0,221,0,156,26,2336118,784874.0,403,Macro
Natt Chokejindachai,Influencer,0,0,854136,3689,0.0,0.0,173902.0,25600.0,0,0,113,3,857825,199502.0,116,Macro
puffpoy,Influencer,0,447,56171,0,0.0,1582.0,77077.0,0.0,0,141,28,0,56618,78659.0,169,Micro
malinmln,Influencer,0,0,474796,208,0.0,0.0,287637.0,45400.0,0,0,127,4,475004,333037.0,131,Macro
Maycry999,Influencer,152,0,0,0,63589.0,0.0,0.0,0.0,3,0,0,0,152,63589.0,3,Micro
Wannita Kumnui,Influencer,0,30904,1838,0,0.0,3098.0,2464.0,0.0,0,288,19,0,32742,5562.0,307,Nano
lifestylehattaya70,Influencer,91989,32,117932,16612,200026.0,5625.0,94078.0,351000.0,214,3,85,22,226565,650729.0,324,Macro
bampchr,Influencer,0,0,16607,0,0.0,0.0,39551.0,0.0,0,0,11,0,16607,39551.0,11,Micro
minipuly,Influencer,0,354,2401,0,0.0,291.0,1301.0,0.0,0,171,92,0,2755,1592.0,263,Nano
เมย์ Me.Melissa,Influencer,0,0,2362,126,0.0,0.0,19637.0,93000.0,0,0,36,3,2488,112637.0,39,Macro
Mejungwon Hair Salon,Influencer,4771,0,1007,0,34672.0,0.0,1964.0,0.0,1301,0,184,0,5778,36636.0,1485,Micro
Meiyong Pissini,Influencer,0,0,63925,0,0.0,0.0,40703.0,0.0,0,0,142,0,63925,40703.0,142,Micro
แพรี่พาย อมตา จิตตะเสนีย์,Influencer,0,0,1238701,0,0.0,0.0,1543955.0,0.0,0,0,67,0,1238701,1543955.0,67,Mega
Bybambiandmashi,Influencer,0,0,10249,0,0.0,0.0,17297.0,0.0,0,0,28,0,10249,17297.0,28,Micro
อีฟ Evefee,Influencer,0,0,106423,12427,0.0,0.0,62628.0,186000.0,0,0,138,26,118850,248628.0,164,Macro
Jeban.com,Influencer,357904,125951,6651,0,1284656.0,281297.0,113617.0,0.0,758,94,72,0,490506,1679570.0,924,Mega
Frennicha,Influencer,0,49409,365241,14789,0.0,19883.0,141037.0,130000.0,0,30,111,16,429439,290920.0,157,Macro
ต้นหลิว,Influencer,0,0,430365,0,0.0,0.0,133500.0,0.0,0,0,55,0,430365,133500.0,55,Macro
nattiw,Influencer,0,0,65163,23,0.0,0.0,92054.0,350.0,0,0,206,1,65186,92404.0,207,Micro
Noyneung Makeup,Influencer,25431,34715,213188,72154,115876.0,54161.0,70658.0,146000.0,154,78,114,30,345488,386695.0,376,Macro
armmakeup,Influencer,0,0,56703,1246,0.0,0.0,219385.0,129000.0,0,0,215,20,57949,348385.0,235,Macro
nongchat,Influencer,0,0,2150464,0,0.0,0.0,1024099.0,0.0,0,0,520,0,2150464,1024099.0,520,Mega
เอกพงษ์ จิงหะรานนท์ Lookpad_misazaki,Influencer,0,0,1057,2800,0.0,0.0,1973.0,61700.0,0,0,20,8,3857,63673.0,28,Micro
อาชิ อาชิตา ศิริภิญญานนท์,Influencer,0,51884,2790148,66732,0.0,89360.0,1309225.0,1280000.0,0,68,128,19,2908764,2678585.0,215,Mega
มอส ธนพร พลโกษฐ์,Influencer,0,0,242026,3552,0.0,0.0,178818.0,319000.0,0,0,83,3,245578,497818.0,86,Macro
บ้าคสอจนผัวไม่ทน(@ngamdemarco),Influencer,0,0,4712,0,0.0,0.0,31230.0,0.0,0,0,72,0,4712,31230.0,72,Micro
Pook Jongkol,Influencer,0,0,61332,0,0.0,0.0,45408.0,0.0,0,0,212,0,61332,45408.0,212,Micro
NampunMakeup,Influencer,0,0,7075,0,0.0,0.0,50900.0,0.0,0,0,91,0,7075,50900.0,91,Micro
manasaproyy,Influencer,0,0,1925647,0,0.0,0.0,592326.0,0.0,0,0,98,0,1925647,592326.0,98,Macro
zphez,Influencer,0,0,4276,0,0.0,0.0,4255.0,0.0,0,0,17,0,4276,4255.0,17,Nano
iiitoei,Influencer,0,91097,5796740,23513,0.0,42563.0,1695319.0,342000.0,0,21,146,7,5911350,2079882.0,174,Mega
แป้ง สุอารี ทรรศนกุลพันธ์,Influencer,0,163884,91435,557,0.0,39116.0,75650.0,111000.0,0,156,150,13,255876,225766.0,319,Macro
neayranchana,Influencer,0,0,31095,0,0.0,0.0,17006.0,0.0,0,0,47,0,31095,17006.0,47,Micro
Alie BlackCobra,Influencer,88082,16982,1336928,92645,153743.0,16308.0,350994.0,570000.0,26,45,60,12,1534637,1091045.0,143,Mega
PuPe_so_Sweet,Influencer,463374,18,18812,125,127104.0,731.0,34436.0,36900.0,595,1,85,2,482329,199171.0,683,Macro
Blacklist Secret,Influencer,341831,0,496926,50896,528071.0,0.0,47159.0,148000.0,427,0,124,26,889653,723230.0,577,Macro
พลอยชมพู วัชรเจริญพงษ์,Influencer,0,0,0,69555,0.0,0.0,0.0,1290000.0,0,0,0,22,69555,1290000.0,22,Mega
Pekky the angel,Influencer,0,0,3443,676,0.0,0.0,7109.0,61500.0,0,0,53,3,4119,68609.0,56,Micro
Pairyinwonderland,Influencer,7346,35,24920,696,34387.0,1391.0,43031.0,22700.0,98,2,107,6,32997,101509.0,213,Macro
ป้าพิม - PaPim,Influencer,0,0,15141,262,0.0,0.0,55210.0,111000.0,0,0,199,6,15403,166210.0,205,Macro
บลอสซั่ม ชนัญชิดา รุ่งเพชรรัตน์,Influencer,0,0,402545,155,0.0,0.0,277584.0,10900.0,0,0,109,2,402700,288484.0,111,Macro
Unfull ice,Influencer,0,0,156,398,0.0,0.0,2155.0,26500.0,0,0,4,7,554,28655.0,11,Micro
ป๊อบ ปิยนุช จิตตินันทน์,Influencer,0,500916,293454,23670,0.0,40317.0,227951.0,321000.0,0,387,110,19,818040,589268.0,516,Macro
Beauty By Orangina,Influencer,44304,5203,5102,1046,148842.0,1837.0,23997.0,27400.0,1063,447,207,19,55655,202076.0,1736,Macro
Babyjingko,Influencer,74888,0,1074515,98785,94616.0,0.0,188153.0,379000.0,256,0,130,20,1248188,661769.0,406,Macro
gynegene,Influencer,0,77573,139103,34341,0.0,13217.0,90856.0,81400.0,0,32,96,5,251017,185473.0,133,Macro
วาเลนไทน์ Vvalentines,Influencer,0,0,368644,10268,0.0,0.0,122593.0,133000.0,0,0,101,20,378912,255593.0,121,Macro
พยูนบูด,Food,0,361923,230,0,0.0,27277.0,2866.0,0.0,0,562,7,0,362153,30143.0,569,Micro
หญิงชรา กะ หมาน้อย,Food,1228739,0,0,0,175898.0,0.0,0.0,0.0,280,0,0,0,1228739,175898.0,280,Macro
janyonce,Food,0,0,133383,0,0.0,0.0,18168.0,0.0,0,0,266,0,133383,18168.0,266,Micro
Let's Eat Thailand กิน/เที่ยว/ที่เดียวครบ,Food,20325,0,71,19,88015.0,0.0,1430.0,6530.0,961,0,6,1,20415,95975.0,968,Macro
ไชโย โอป้า,Food,39120,0,0,0,142985.0,0.0,0.0,0.0,77,0,0,0,39120,142985.0,77,Macro
papeega Channel,Food,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,Nano
ITAN - แทนไร้เทียมทาน,Food,582,0,17238,0,16096.0,0.0,101772.0,0.0,3,0,21,0,17820,117868.0,24,Macro
I proong ไอ้ปรุง,Food,0,0,0,13529,0.0,0.0,0.0,46100.0,0,0,0,9,13529,46100.0,9,Micro
อ้วน,Food,3774379,0,0,0,1753215.0,0.0,0.0,0.0,3849,0,0,0,3774379,1753215.0,3849,Mega
laila chill chill,Food,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,Nano
ครัวมนุษย์ป้า คุณป้า ปอมปอม,Food,188366,0,0,9970,104621.0,0.0,0.0,141000.0,162,0,0,59,198336,245621.0,221,Macro
GZR Gozziira,Food,15830,0,0,111295,15684.0,0.0,0.0,772000.0,105,0,0,14,127125,787684.0,119,Macro
Marefood,Food,10389,0,246309,0,138633.0,0.0,90990.0,0.0,313,0,111,0,256698,229623.0,424,Macro
Wongnai Cooking,Food,5805505,0,0,0,2776641.0,0.0,0.0,0.0,2340,0,0,0,5805505,2776641.0,2340,Mega
PHOLFOODMAFIA,Food,0,0,4876,17773,0.0,0.0,0.0,439000.0,0,0,10,154,22649,439000.0,164,Macro
สร้างสรรค์เมนูไข่,Food,0,0,4547,0,0.0,0.0,19199.0,0.0,0,0,59,0,4547,19199.0,59,Micro
Maeban,Food,0,0,81434,0,0.0,0.0,156407.0,0.0,0,0,97,0,81434,156407.0,97,Macro
Apiinz Channel,Food,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,Nano
มนุษย์ต่างวัย,Food,695530,0,0,1338,192870.0,0.0,0.0,16900.0,76,0,0,29,696868,209770.0,105,Macro
OpenRice Thailand,Food,5021,0,0,0,832492.0,0.0,0.0,0.0,145,0,0,0,5021,832492.0,145,Macro
BORN TO BEER,Food,0,0,0,9616,0.0,0.0,0.0,82700.0,0,0,0,8,9616,82700.0,8,Micro
Cony Cry,Food,0,0,0,38334,0.0,0.0,0.0,147000.0,0,0,0,11,38334,147000.0,11,Macro
ศุภชัย เสมอมิตร โหน่งโชว์2,Food,0,0,0,286894,0.0,0.0,0.0,779000.0,0,0,0,162,286894,779000.0,162,Macro
สูงวัย,Food,3119,0,0,0,12254.0,0.0,0.0,0.0,69,0,0,0,3119,12254.0,69,Micro
หม่อมถนัดแดก,Food,6222230,0,0,873567,1209045.0,0.0,0.0,3160000.0,1092,0,0,32,7095797,4369045.0,1124,Mega
Jessiescape,Food,5271,0,0,0,21813.0,0.0,0.0,0.0,3,0,0,0,5271,21813.0,3,Macro
แดก,Food,1096874,0,0,0,1043570.0,0.0,0.0,0.0,1776,0,0,0,1096874,1043570.0,1776,Mega
Aumfooddiary,Food,192,0,77307,49,611.0,0.0,189835.0,544.0,289,0,130,32,77548,190990.0,451,Macro
กินได้อร่อยด้วย,Food,2414783,0,0,288405,303083.0,0.0,0.0,1510000.0,110,0,0,39,2703188,1813083.0,149,Mega
Icedessertdiary,Food,1252,0,397980,0,35595.0,0.0,239603.0,0.0,282,0,133,0,399232,275198.0,415,Macro
Ginyuudai - กินอยู่ได้,Food,0,0,564363,0,0.0,0.0,334594.0,0.0,0,0,162,0,564363,334594.0,162,Macro
หิวมั้ย,Food,37,0,0,0,1126.0,0.0,0.0,0.0,6,0,0,0,37,1126.0,6,Nano
The Charapaabs,Food,9,0,0,0,5864.0,0.0,0.0,0.0,1,0,0,0,9,5864.0,1,Nano
หนูนาสวีเดน แฟนเฟจ Noona Sweden,Food,0,0,0,15296,0.0,0.0,0.0,526000.0,0,0,0,77,15296,526000.0,77,Macro
ไทยสุรินทร์ กินแซบๆ,Food,0,0,0,44970,0.0,0.0,0.0,47900.0,0,0,0,54,44970,47900.0,54,Micro
Sweetlists,Food,245457,0,48917,0,148385.0,0.0,227291.0,0.0,190,0,49,0,294374,375676.0,239,Macro
ไปกินข้าว Paikinkao,Food,681,0,437,0,122329.0,0.0,496.0,0.0,183,0,36,0,1118,122825.0,219,Macro
Bim กินแหลกล้างโลก,Food,10859,0,17976,0,7199.0,0.0,4035.0,0.0,163,0,72,0,28835,11234.0,235,Micro
korean everyday - เกาหลีวันละนิดจิตแจ่มใส,Food,38190,0,379,0,54009.0,0.0,2026.0,0.0,158,0,13,0,38569,56035.0,171,Micro
Madame Tuang,Food,0,0,43901,0,0.0,0.0,22441.0,0.0,0,0,234,0,43901,22441.0,234,Micro
TomJoke Foodtv,Food,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,End-user
ทําเอง กินเอง Byแม่Milko_o,Food,0,0,0,143981,0.0,0.0,0.0,603000.0,0,0,0,29,143981,603000.0,29,Macro
Sunny Channel,Food,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,Micro
เพื่อนคนไทยวัยเกษียณ,Food,8,0,0,0,116.0,0.0,0.0,0.0,14,0,0,0,8,116.0,14,End-user
C A F E i S M,Food,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,Micro
อร่อยนัวร์ [Aroy N],Food,0,0,0,246077,0.0,0.0,0.0,179000.0,0,0,0,49,246077,179000.0,49,Macro
yingworldfood,Food,0,0,360390,0,0.0,0.0,297987.0,0.0,0,0,225,0,360390,297987.0,225,Macro
ตุ้ยลุยครัว,Food,0,0,38422,0,0.0,0.0,351672.0,0.0,0,0,15,0,38422,351672.0,15,Macro
Starving Time,Food,0,21695,324663,27915,0.0,71113.0,1490666.0,320000.0,0,156,198,20,374273,1881779.0,374,Mega
Ploy Style,Food,18,0,0,0,246.0,0.0,0.0,0.0,5,0,0,0,18,246.0,5,End-user
กินตามโปร,Food,108814,0,163,0,332398.0,0.0,1197.0,0.0,1107,0,2,0,108977,333595.0,1109,Macro
เชฟนุ่น So Sweet By ChefNuN,Food,0,0,1866,0,0.0,0.0,11022.0,0.0,0,0,15,0,1866,11022.0,15,Micro
Kia Zaab,Food,0,0,8349,145141,0.0,0.0,6352.0,434000.0,0,0,19,18,153490,440352.0,37,Macro
ครัวแล้วแต่เอ๋จ้าา,Food,534645,0,0,1195,1365574.0,0.0,0.0,104000.0,100,0,0,14,535840,1469574.0,114,Mega
ตี๋อ้วนชวนหิว,Food,76418,0,4302,7631,142104.0,0.0,8404.0,60100.0,641,0,75,47,88351,210608.0,763,Macro
Japaikin จะไปกิน,Food,13531,25095,81,0,77228.0,92286.0,1556.0,0.0,45,77,3,0,38707,171070.0,125,Macro
ชีวิตติดรีวิว,Food,6503197,0,227214,64529,3510106.0,0.0,532032.0,210000.0,1398,0,216,265,6794940,4252138.0,1879,Mega
Cafe Story : รีวิวคาเฟ่ ทุกวัน,Food,1322237,46643,123644,0,1055524.0,1373861.0,145187.0,0.0,4068,115,118,0,1492524,2574572.0,4301,Mega
ล้างตู้เย็น,Food,448261,0,0,0,1287608.0,0.0,0.0,0.0,212,0,0,0,448261,1287608.0,212,Mega
EAT Matters : by หมอตั้ม,Food,20087,0,0,0,82340.0,0.0,0.0,0.0,40,0,0,0,20087,82340.0,40,Macro
